-256.281,0, 0
-296.905,0, 0
-327.359,0, 0
-344.811,0, 0
-349.05,0, 0
-341.754,0, 0
-324.556,0, 0
-297.976,0, 0
-261.795,0, 0
-216.732,0, 0
-165.507,0, 0
-112.692,0, 0
-62.9226,0, 0
-19.2444,0, 0
17.652,0, 0
48.3504,0, 0
73.6613,0, 0
93.534,0, 0
107.248,0, 0
114.288,0, 0
115.643,0, 0
113.765,0, 0
111.724,0, 0
111.434,0, 0
113.101,0, 0
115.156,0, 0
115.547,0, 0
112.857,0, 0
106.633,0, 0
96.6767,0, 0
82.3838,0, 0
62.5256,0, 0
35.9473,0, 0
2.46555,0, 0
-36.3624,0, 0
-77.2777,0, 0
-116.418,0, 0
-150.511,0, 0
-177.864,0, 0
-198.387,0, 0
-212.374,0, 0
-219.128,0, 0
-216.855,0, 0
-203.666,0, 0
-179.341,0, 0
-145.947,0, 0
-106.932,0, 0
-65.2116,0, 0
-21.7419,0, 0
23.4961,0, 0
70.108,0, 0
115.916,0, 0
157.471,0, 0
191.712,0, 0
217.956,0, 0
237.73,0, 0
253.494,0, 0
266.64,0, 0
277.146,0, 0
284.077,0, 0
287.158,0, 0
287.597,0, 0
287.544,0, 0
288.519,0, 0
290.644,0, 0
292.623,0, 0
292.606,0, 0
289.298,0, 0
282.487,0, 0
272.684,0, 0
260.02,0, 0
243.694,0, 0
222.076,0, 0
193.441,0, 0
157.26,0, 0
115.08,0, 0
70.0739,0, 0
25.346,0, 0
-17.4402,0, 0
-58.2533,0, 0
-97.223,0, 0
-133.169,0, 0
-162.902,0, 0
-182.771,0, 0
-190.982,0, 0
-188.759,0, 0
-179.005,0, 0
-163.922,0, 0
-143.552,0, 0
-116.724,0, 0
-82.9182,0, 0
-44.0167,0, 0
-3.80243,0, 0
34.3506,0, 0
69.2922,0, 0
101.99,0, 0
133.57,0, 0
163.784,0, 0
190.903,0, 0
213.06,0, 0
229.753,0, 0
242.394,0, 0
253.009,0, 0
262.909,0, 0
272.008,0, 0
279.441,0, 0
284.402,0, 0
286.76,0, 0
286.956,0, 0
285.44,0, 0
281.881,0, 0
275.083,0, 0
263.131,0, 0
244.32,0, 0
217.937,0, 0
184.891,0, 0
147.208,0, 0
106.878,0, 0
64.8209,0, 0
20.8083,0, 0
-25.3284,0, 0
-72.3143,0, 0
-117.204,0, 0
-156.734,0, 0
-189.069,0, 0
-214.616,0, 0
